ID,Latency,Spread,UnderUtil
0,0.5865116279069768,0.39139459867824217,0.8094983991462112
1,0.4441860465116279,0.4842750389614049,0.807897545357524
2,0.5623255813953488,0.3341953859026723,0.82017075773746
3,0.5530232558139535,0.3446545069328061,0.82017075773746
4,0.3581395348837209,0.6942290753164624,0.807897545357524
5,0.3697674418604651,0.6349844421997004,0.807897545357524
6,0.5079069767441861,0.3969020664869722,0.8175026680896478
7,0.39069767441860465,0.59062182311898,0.807897545357524
8,0.5293023255813953,0.38721323893890774,0.812700106723586
9,0.36790697674418604,0.633455706355024,0.8084311632870864
10,0.5772093023255814,0.35560349738599095,0.8137673425827108
11,0.4855813953488372,0.417407367475292,0.8169690501600854
12,0.5558139534883721,0.3415140783556776,0.816435432230523
13,0.5311627906976745,0.4103177487995622,0.8100320170757738
14,0.5544186046511628,0.3620672849410842,0.811632870864461
15,0.58,0.34077409881743737,0.8153681963713981
16,0.4576744186046512,0.47897392164412844,0.8084311632870864
17,0.4069767441860465,0.5674079948639015,0.807897545357524
18,0.3958139534883721,0.5603967276970203,0.8089647812166489
19,0.5190697674418605,0.41466774267703177,0.8110992529348986
20,0.4283720930232558,0.5205148511264501,0.8084311632870864
21,0.541860465116279,0.37520236281986363,0.8143009605122732
22,0.5013953488372093,0.4055730488505929,0.8148345784418356
23,0.5106976744186047,0.3978118493520966,0.811632870864461
24,0.42093023255813955,0.5069182389937108,0.8105656350053362
25,0.43953488372093025,0.5021037661193801,0.807897545357524
26,0.41488372093023257,0.5533755602535926,0.8089647812166489
27,0.3953488372093023,0.5749456002165387,0.807897545357524
28,0.49116279069767443,0.42268092809987157,0.8094983991462112
29,0.46511627906976744,0.4677178569541014,0.807897545357524
30,0.47674418604651164,0.44885408348965117,0.807897545357524
31,0.4172093023255814,0.5430991065286059,0.8089647812166489
32,0.5223255813953488,0.405699820442217,0.8105656350053362
33,0.4213953488372093,0.5336041910034262,0.8094983991462112
34,0.5572093023255814,0.3519753829046508,0.8143009605122732
35,0.5097674418604651,0.35863211313900384,0.8153681963713981
36,0.5153488372093024,0.42477774562286874,0.8084311632870864
37,0.4655813953488372,0.45503387580997184,0.8089647812166489
38,0.5455813953488372,0.3956283917340521,0.8089647812166489
39,0.5693023255813954,0.4069139132947345,0.8084311632870864
40,0.42604651162790697,0.5449363104981895,0.8084311632870864
41,0.4372093023255814,0.5165437150568656,0.807897545357524
42,0.4720930232558139,0.4617603068547016,0.807897545357524
43,0.5255813953488372,0.350592607352927,0.8148345784418356
44,0.5404651162790698,0.3761455149383004,0.811632870864461
45,0.566046511627907,0.3762240099500217,0.8105656350053362
46,0.49023255813953487,0.4093195868393419,0.8148345784418356
47,0.47348837209302325,0.4331273163438242,0.8094983991462112
48,0.5516279069767441,0.4127008086253369,0.8084311632870864
49,0.4958139534883721,0.4347401291850811,0.8089647812166489
50,0.41953488372093023,0.5393328624197496,0.8089647812166489
51,0.43348837209302327,0.5168203318092892,0.8089647812166489
52,0.4427906976744186,0.45959384634750305,0.8089647812166489
53,0.49023255813953487,0.44542365176122894,0.8084311632870864
54,0.49767441860465117,0.440474214642715,0.807897545357524
55,0.5046511627906977,0.4387762725569544,0.807897545357524
56,0.5186046511627908,0.4182904279929096,0.807897545357524
57,0.5586046511627907,0.40849575223044055,0.8084311632870864
58,0.43023255813953487,0.5443900391594653,0.807897545357524
59,0.5651162790697675,0.415417337705992,0.807897545357524
60,0.42093023255813955,0.5602407608342326,0.807897545357524
61,0.5093023255813953,0.4387327738306675,0.807897545357524
62,0.4906976744186046,0.4433407690939055,0.807897545357524
63,0.5781395348837209,0.341217808027844,0.8105656350053362
64,0.47255813953488374,0.43999011224077433,0.8094983991462112
65,0.49023255813953487,0.4093195868393419,0.8148345784418356
66,0.37209302325581395,0.646216272912881,0.807897545357524
67,0.5688372093023256,0.3488809220271457,0.8175026680896478
68,0.5818604651162791,0.4070432933486428,0.8084311632870864
69,0.4627906976744186,0.4627319310537132,0.8185699039487727
70,0.38465116279069766,0.6362477036028424,0.8105656350053362
71,0.5516279069767441,0.35222500423152225,0.8153681963713981
72,0.4637209302325581,0.47901281389741596,0.8094983991462112
73,0.5116279069767442,0.39465085354896673,0.8159018143009605
74,0.5483720930232558,0.3785389221165407,0.8143009605122732
75,0.5437209302325582,0.38537316706110003,0.8132337246531484
76,0.4418604651162791,0.5083591619442236,0.8105656350053362
77,0.5465116279069767,0.3606524511929421,0.8169690501600854
78,0.5246511627906977,0.40197788708794563,0.812700106723586
79,0.3953488372093023,0.5894337800113619,0.807897545357524
80,0.4441860465116279,0.4928829270717142,0.807897545357524
81,0.575813953488372,0.3783133496193427,0.8110992529348986
82,0.4046511627906977,0.5830915079998467,0.807897545357524
83,0.5506976744186046,0.40407012975194306,0.8121664887940234
84,0.41674418604651164,0.5799734163181622,0.8110992529348986
85,0.4283720930232558,0.5542170751360292,0.8084311632870864
86,0.4790697674418605,0.466593969692191,0.807897545357524
87,0.513953488372093,0.36914868655833477,0.8180362860192103
88,0.4306976744186046,0.5303701653859241,0.8084311632870864
89,0.4990697674418605,0.4256206195486256,0.8110992529348986
90,0.4865116279069767,0.4578730984138214,0.8100320170757738
91,0.5674418604651162,0.4194856216233325,0.807897545357524
92,0.3818604651162791,0.6376721566582013,0.8100320170757738
93,0.42790697674418604,0.5636678025769827,0.807897545357524
94,0.501860465116279,0.4452915448329148,0.8084311632870864
95,0.5395348837209303,0.433401468981076,0.807897545357524
96,0.4288372093023256,0.5275724483351458,0.8089647812166489
97,0.5213953488372093,0.43922657968099,0.8089647812166489
98,0.5237209302325582,0.3677025050668703,0.8175026680896478
99,0.4906976744186046,0.4498370523475137,0.807897545357524
